density,density*u,density*v,density*w,energy
1.16013,800.215,-0.0403159,-6.10352e-05,510877
1.16014,800.217,-0.0405224,-3.05176e-05,510878
1.16014,800.218,-0.0404212,-1.23978e-05,510879
1.16014,800.22,-0.0399115,-1.43051e-05,510880
1.16015,800.222,-0.0389753,-1.90735e-05,510882
1.16015,800.225,-0.0375996,-1.71661e-05,510883
1.16016,800.228,-0.0357939,-2.00272e-05,510886
1.16016,800.231,-0.0334511,3.8147e-06,510889
1.16017,800.236,-0.0306297,9.53674e-06,510892
1.16018,800.24,-0.0275157,2.67029e-05,510896
1.16019,800.246,-0.0244288,2.47955e-05,510900
1.16021,800.254,-0.0218816,8.58307e-06,510907
1.16024,800.265,-0.0201262,-3.8147e-06,510915
1.16028,800.281,-0.0192398,2.95639e-05,510928
1.16034,800.303,-0.0174904,0.000162125,510946
1.16041,800.325,-0.0112378,0.000313759,510965
1.16045,800.341,-0.00314865,0.000394821,510978
1.16004,800.236,-0.00966194,7.24792e-05,510891
1.16008,800.224,-0.0244616,7.05719e-05,510882
1.16009,800.209,-0.0312125,5.81741e-05,510870
1.1601,800.204,-0.0348889,6.00815e-05,510867
1.1601,800.204,-0.0371649,3.62396e-05,510866
1.16011,800.204,-0.0386644,-1.33514e-05,510867
1.16011,800.205,-0.0396896,-4.95911e-05,510868
1.16011,800.207,-0.0403688,-5.43594e-05,510869
1.16011,800.208,-0.0407538,-4.3869e-05,510871
1.16012,800.209,-0.0409074,-2.67029e-05,510872
1.16012,800.211,-0.0408053,-5.72205e-06,510872
1.16012,800.212,-0.0403683,-4.76837e-06,510873
1.16012,800.213,-0.0395572,-1.81198e-05,510874
1.16013,800.216,-0.0383303,-2.57492e-05,510876
1.16013,800.219,-0.0367314,-1.81198e-05,510878
1.16014,800.222,-0.0347528,-3.8147e-06,510881
1.16015,800.226,-0.032432,2.47955e-05,510884
1.16016,800.231,-0.0300235,6.38962e-05,510888
1.16017,800.24,-0.0282249,7.05719e-05,510895
1.16021,800.257,-0.0281831,6.58035e-05,510908
1.16028,800.284,-0.0309496,8.4877e-05,510930
1.16041,800.333,-0.0374973,0.000270844,510970
1.16064,800.409,-0.0443519,0.000994682,511033
1.16093,800.498,-0.0326239,0.00257969,511108
1.16111,800.559,-0.00857731,0.00338173,511158
1.16003,800.23,-0.00705619,6.86646e-05,510887
1.16004,800.209,-0.0188066,6.48499e-05,510870
1.16003,800.187,-0.0281844,6.29425e-05,510852
1.16003,800.177,-0.0341317,4.3869e-05,510845
1.16003,800.174,-0.0370629,2.28882e-05,510843
1.16003,800.174,-0.0388461,-1.52588e-05,510843
1.16003,800.175,-0.0399924,-2.76566e-05,510844
1.16003,800.176,-0.0407213,-2.19345e-05,510844
1.16003,800.177,-0.0412033,-1.71661e-05,510845
1.16003,800.178,-0.0413478,-5.72205e-06,510846
1.16003,800.179,-0.0411476,5.72205e-06,510847
1.16004,800.18,-0.0407577,1.62125e-05,510847
1.16004,800.181,-0.0401157,-3.8147e-06,510848
1.16004,800.183,-0.0391176,-2.19345e-05,510850
1.16005,800.185,-0.0376701,-2.19345e-05,510851
1.16005,800.188,-0.0360754,-9.53674e-07,510853
1.16005,800.191,-0.0346118,3.43323e-05,510856
1.16007,800.198,-0.0337626,8.01086e-05,510861
1.1601,800.217,-0.0364229,0.000134468,510876
1.1602,800.26,-0.0458377,0.000204086,510910
1.16041,800.35,-0.0659894,0.000464439,510981
1.16084,800.521,-0.101616,0.00131798,511119
1.16166,800.776,-0.150637,0.00456429,511334
1.16284,801.146,-0.128101,0.00819588,511645
1.16369,801.408,-0.0366465,0.010397,511867
1.15998,800.163,-0.00271679,-6.48499e-05,510843
1.15981,800.098,-0.00739414,8.58307e-06,510789
1.15972,800.045,-0.0210714,4.1008e-05,510746
1.15969,800.024,-0.0305232,2.76566e-05,510728
1.15968,800.016,-0.0353705,-8.58307e-06,510723
1.15968,800.013,-0.0381677,-2.28882e-05,510721
1.15968,800.012,-0.0398095,-2.95639e-05,510721
1.15968,800.012,-0.0407004,-1.33514e-05,510721
1.15968,800.013,-0.0412276,-5.72205e-06,510721
1.15968,800.014,-0.0414676,-4.76837e-06,510722
1.15968,800.014,-0.041451,9.53674e-06,510722
1.15968,800.015,-0.0411316,2.09808e-05,510722
1.15968,800.016,-0.040418,1.52588e-05,510723
1.15968,800.017,-0.0391391,-1.23978e-05,510724
1.15969,800.018,-0.0374315,-1.71661e-05,510725
1.15968,800.017,-0.0352132,-2.86102e-06,510724
1.15967,800.018,-0.03395,2.38419e-05,510724
1.15967,800.025,-0.0389976,7.72476e-05,510729
1.15973,800.062,-0.0560331,0.000237465,510757
1.15999,800.177,-0.0985702,0.000652313,510848
1.16065,800.457,-0.181502,0.00183201,511071
1.16206,801.026,-0.330723,0.00610161,511528
1.16489,802.008,-0.58179,0.0109816,512342
1.16964,803.344,-0.655416,0.00379944,513522
1.17378,804.477,-0.318531,-0.0109196,514553
1.15895,799.009,-0.189921,-0.00419807,510135
1.15784,798.822,-0.0589709,-0.0011549,509952
1.15755,798.656,-0.0233289,-0.000103951,509818
1.15748,798.607,-0.0266643,-1.14441e-05,509778
1.15746,798.585,-0.0325341,-1.90735e-05,509761
1.15745,798.575,-0.0363774,-2.86102e-05,509754
1.15744,798.57,-0.0385174,-2.95639e-05,509750
1.15743,798.567,-0.0398848,-2.19345e-05,509748
1.15742,798.566,-0.0409294,-2.19345e-05,509747
1.15742,798.566,-0.0413489,-2.67029e-05,509747
1.15742,798.566,-0.0415648,-1.14441e-05,509747
1.15743,798.567,-0.0415381,1.14441e-05,509748
1.15743,798.57,-0.0404772,2.86102e-06,509750
1.15744,798.572,-0.038554,1.90735e-06,509751
1.15743,798.567,-0.0351037,3.14713e-05,509747
1.15739,798.55,-0.0272844,-1.33514e-05,509734
1.15731,798.53,-0.026657,-4.673e-05,509717
1.15718,798.499,-0.0490266,-0.000175476,509690
1.1572,798.537,-0.107155,-0.00032711,509716
1.15791,798.818,-0.251515,0.00229263,509941
1.15988,799.567,-0.552164,0.00710011,510543
1.1642,801.418,-1.13451,0.0112534,512012
1.17342,805.068,-2.30069,-0.0182638,515025
1.1913,809.852,-4.72514,-0.431976,519793
1.21091,814.219,-6.78107,-1.31675,525199
1.15116,790.726,-3.75918,-0.0391674,504691
1.14828,791.752,-0.735116,-0.00804138,505421
1.14809,791.893,-0.149995,-0.00177097,505522
1.14814,791.93,-0.0507274,-0.000365257,505549
1.14815,791.924,-0.0365889,-4.76837e-05,505544
1.14814,791.912,-0.0357765,9.53674e-07,505536
1.14814,791.906,-0.0364875,-1.81198e-05,505531
1.14813,791.901,-0.0380854,-3.14713e-05,505527
1.14812,791.899,-0.0397809,-2.76566e-05,505525
1.14811,791.897,-0.0407555,-5.53131e-05,505524
1.14811,791.897,-0.0411582,-3.71933e-05,505524
1.14811,791.898,-0.0409885,-2.47955e-05,505524
1.14812,791.899,-0.0394236,3.8147e-06,505525
1.14811,791.894,-0.0351303,0.000139236,505522
1.14807,791.87,-0.0235702,0.000249863,505503
1.14796,791.823,-0.00989146,-8.10623e-05,505466
1.14779,791.783,-0.029972,-3.71933e-05,505430
1.14769,791.791,-0.092892,-0.00347519,505432
1.14822,792.025,-0.249489,-0.00391483,505616
1.15016,792.754,-0.648629,0.0045414,506205
1.15501,794.819,-1.54868,0.0154209,507850
1.16656,800.059,-3.61921,-0.00917053,512032
1.19275,811.133,-8.9783,-0.226158,521340
1.24501,826.925,-25.2955,-1.45663,538243
1.34661,861.888,-82.9495,-7.15384,577032
1.1455,782.662,-5.66404,-0.0561237,499266
1.13984,785.189,-1.58804,-0.0228767,501148
1.13942,785.835,-0.459062,-0.00535583,501630
1.1397,786.108,-0.145822,-0.00119114,501837
1.13986,786.211,-0.0638582,-0.000134468,501915
1.13993,786.238,-0.0426669,4.76837e-05,501936
1.13995,786.243,-0.0381318,-1.14441e-05,501940
1.13995,786.244,-0.0380718,-1.33514e-05,501942
1.13995,786.243,-0.0386623,-4.3869e-05,501940
1.13994,786.24,-0.0396723,-4.95911e-05,501939
1.13994,786.239,-0.0400416,-1.52588e-05,501937
1.13994,786.236,-0.0390182,-1.62125e-05,501936
1.13992,786.227,-0.0346772,8.01086e-05,501928
1.13987,786.199,-0.0217781,0.000374794,501906
1.13975,786.147,-0.00399299,1.90735e-05,501866
1.13959,786.106,-0.0162015,7.53403e-05,501830
1.13952,786.133,-0.0775862,-0.00370312,501845
1.14016,786.448,-0.249351,-0.00619698,502090
1.14233,787.33,-0.677078,-0.00011158,502797
1.1471,789.471,-1.68598,0.00368214,504495
1.15827,794.793,-4.08848,-0.020731,508713
1.18411,806.59,-9.77523,-0.115568,518369
1.23874,829.087,-24.6627,-0.399042,538378
1.34175,863.326,-62.575,-1.52881,575008
1.46121,904.414,-128.074,-5.24037,622705
1.1416,775.369,-6.31564,-0.0613585,494399
1.13246,778.975,-2.22686,-0.0372581,497110
1.13104,779.89,-0.800783,-0.00950718,497791
1.1313,780.328,-0.309542,-0.00230789,498122
1.13164,780.569,-0.131848,-0.000360489,498305
1.13182,780.671,-0.0680637,0.000144005,498384
1.13191,780.703,-0.0466849,4.57764e-05,498410
1.13194,780.72,-0.0406466,2.38419e-05,498423
1.13195,780.724,-0.0390275,1.90735e-06,498426
1.13195,780.723,-0.0386856,-4.76837e-06,498426
1.13194,780.72,-0.0375329,1.43051e-05,498424
1.13192,780.71,-0.0332878,8.10623e-05,498416
1.13187,780.681,-0.0208574,0.000348091,498394
1.13176,780.629,-0.00166821,7.53403e-05,498353
1.13161,780.585,-0.0100795,0.000191689,498315
1.13153,780.603,-0.0648748,-0.00316906,498324
1.1321,780.911,-0.236073,-0.00810242,498562
1.13424,781.81,-0.678156,-0.00266838,499278
1.1389,783.909,-1.69194,0.0029583,500941
1.14922,788.906,-4.06326,-0.0227318,504890
1.17189,799.651,-9.63054,-0.0786228,513560
1.22125,821.859,-22.4725,-0.236766,532316
1.31467,857.037,-51.8336,-0.627567,566212
1.4391,900.583,-100.91,-0.868147,613871
1.52589,928.779,-149.333,-1.99999,649255
1.13859,768.792,-6.54548,-0.0627928,490056
1.1259,773.068,-2.47871,-0.0432453,493294
1.12305,774.087,-1.0616,-0.0126801,494051
1.12297,774.569,-0.48459,-0.00346565,494414
1.12338,774.906,-0.2353,-0.000603676,494670
1.12369,775.094,-0.118172,0.000185966,494814
1.12386,775.175,-0.0686518,0.000200272,494878
1.12395,775.212,-0.0495055,9.53674e-05,494908
1.12398,775.229,-0.0414168,3.71933e-05,494921
1.12399,775.232,-0.0377082,5.62668e-05,494924
1.12398,775.227,-0.0332186,0.000117302,494919
1.12394,775.203,-0.0218828,0.000392914,494901
1.12385,775.159,-0.00284603,0.000193596,494866
1.12373,775.12,-0.00615049,0.000110626,494834
1.12364,775.12,-0.0535507,-0.00242329,494830
1.12407,775.375,-0.21503,-0.00832081,495025
1.12604,776.251,-0.642202,-0.00413609,495719
1.13033,778.152,-1.6048,0.00317764,497227
1.13952,782.6,-3.78393,-0.0146637,500738
1.15913,792.099,-8.70189,-0.0601397,508333
1.19966,810.952,-19.5565,-0.100318,523914
1.27927,845.218,-41.859,-0.218628,554135
1.40104,889.89,-82.8559,-0.239277,599711
1.50675,923.376,-128.603,0.00646782,640536
1.5584,939.771,-159.043,-0.0393066,662291
1.13583,762.549,-6.54149,-0.0619717,485953
1.11989,767.419,-2.43899,-0.0463219,489665
1.11558,768.507,-1.1336,-0.0152512,490479
1.11487,768.897,-0.636603,-0.00336647,490771
1.11515,769.231,-0.353848,-0.000415802,491023
1.11553,769.492,-0.193442,0.000209808,491223
1.11579,769.632,-0.10754,0.000347137,491331
1.11593,769.696,-0.0669511,0.000115395,491382
1.116,769.731,-0.0477125,4.57764e-05,491409
1.11602,769.742,-0.0374429,0.000184059,491418
1.116,769.73,-0.0264696,0.000436783,491408
1.11594,769.694,-0.00882124,0.000341415,491381
1.11586,769.665,-0.00692743,0.00025177,491357
1.11578,769.657,-0.0444389,-0.00208092,491347
1.11611,769.869,-0.18955,-0.00746155,491509
1.11783,770.677,-0.584203,-0.00469971,492145
1.12174,772.411,-1.46652,0.00193882,493522
1.12971,776.248,-3.39917,-0.00836658,496549
1.1465,784.477,-7.61933,-0.0444355,503094
1.18018,800.431,-16.6122,-0.079895,516112
1.24528,829.907,-34.9177,-0.114794,541263
1.35655,875.035,-69.3126,-0.196323,583407
1.47248,916.098,-112.358,0.4377,628416
1.54256,934.227,-144.581,0.319813,654956
1.57331,943.565,-163.613,0.14451,668028
1.13332,756.526,-6.47722,-0.0599871,482016
1.11441,761.876,-2.27392,-0.0487881,486124
1.10862,763.145,-1.05461,-0.0169802,487075
1.10716,763.407,-0.646466,-0.0039959,487267
1.10705,763.6,-0.453366,0.000416756,487412
1.10734,763.848,-0.286158,0.000573158,487599
1.10766,764.048,-0.165472,0.0002985,487753
1.10787,764.158,-0.0960768,8.86917e-05,487837
1.10798,764.209,-0.0593281,9.15527e-05,487878
1.10801,764.228,-0.0384802,0.000461578,487893
1.10798,764.208,-0.0197217,0.00067234,487878
1.10792,764.184,-0.0122716,0.000462532,487858
1.10784,764.169,-0.0400895,-0.00165844,487844
1.10809,764.341,-0.165287,-0.00680828,487973
1.10956,765.069,-0.521036,-0.0053196,488543
1.11311,766.651,-1.31661,0.00210381,489800
1.12004,769.97,-3.01534,-0.00236988,492420
1.1344,777.096,-6.63893,-0.0344143,498062
1.16256,790.586,-14.2175,-0.0680647,508980
1.2164,815.521,-29.649,-0.0813665,529900
1.31192,856.622,-58.6733,-0.197308,566717
1.43168,903.185,-98.2116,0.169966,612933
1.51824,929.292,-132.966,0.405754,645766
1.5599,938.127,-153.688,0.298986,661846
1.57741,943.265,-165.728,-0.0232716,669517
1.13107,750.621,-6.3282,-0.0572262,478186
1.1096,756.406,-1.9293,-0.0517693,482665
1.10222,757.993,-0.829821,-0.0183687,483838
1.09971,758.063,-0.560432,-0.00449181,483878
1.09914,758.107,-0.436623,0.000239372,483905
1.09915,758.212,-0.350253,0.00139427,483982
1.0994,758.391,-0.239122,0.000514984,484118
1.09966,758.55,-0.137806,-2.38419e-05,484240
1.09981,758.629,-0.0761728,0.000235558,484301
1.09986,758.654,-0.0425557,0.000756264,484320
1.09984,758.648,-0.0260967,0.000813484,484315
1.09979,758.643,-0.0420079,-0.00097847,484309
1.09997,758.786,-0.146,-0.00575256,484417
1.1012,759.409,-0.458118,-0.00610352,484903
1.10437,760.821,-1.16857,-0.000699043,486023
1.11042,763.692,-2.65287,0.000277519,488291
1.12267,769.763,-5.74402,-0.0216074,493086
1.14635,781.281,-12.0782,-0.0505152,502340
1.19094,802.279,-24.7115,-0.0678596,519729
1.26996,837.748,-48.3749,-0.055481,550616
1.38555,885.108,-85.1995,0.0149803,595303
1.48763,921.422,-122.237,0.23398,634570
1.54246,934.348,-145.587,0.348997,654725
1.5661,938.185,-158.709,0.182863,664326
1.57514,940.591,-166.578,-0.167953,668539
1.12908,744.774,-6.11061,-0.0527468,474413
1.10541,750.982,-1.42765,-0.054141,479258
1.09649,753.112,-0.39386,-0.0197439,480810
1.09255,752.898,-0.342134,-0.00523758,480616
1.09124,752.689,-0.352762,0.000242233,480445
1.09092,752.651,-0.3282,0.0015192,480411
1.09096,752.709,-0.274679,0.00101185,480455
1.09115,752.835,-0.187153,0.000389099,480550
1.09133,752.95,-0.102123,0.000372887,480638
1.09141,753.003,-0.0613941,0.000192642,480679
1.09146,753.04,-0.062241,-0.000687599,480706
1.09172,753.206,-0.144478,-0.00368595,480832
1.09285,753.781,-0.417046,-0.00550175,481281
1.09571,755.039,-1.03674,-0.0026865,482277
1.10104,757.522,-2.32161,0.000527382,484235
1.11148,762.674,-4.95563,-0.0144377,488296
1.13157,772.564,-10.256,-0.0411825,496192
1.16877,790.266,-20.6486,-0.0611372,510718
1.23434,820.235,-40.1259,-0.0772934,536356
1.33928,865.238,-73.4754,-0.0217266,577386
1.44927,908.908,-111.312,0.312767,620896
1.51977,929.479,-137.841,0.276213,646599
1.55285,935.057,-153.06,0.251818,658627
1.56548,936.033,-161.357,0.0563354,664202
1.57031,936.823,-166.582,-0.196121,666472
1.12728,738.912,-5.83641,-0.0454922,470649
1.10153,745.481,-0.807821,-0.053894,475806
1.09125,748.401,0.238927,-0.0216904,477913
1.086,748.044,0.0828678,-0.00650406,477589
1.08354,747.423,-0.144999,0.000364304,477090
1.08259,747.111,-0.24136,0.00204086,476842
1.08232,747.025,-0.246762,0.0014925,476772
1.08233,747.053,-0.210985,0.000915527,476793
1.08247,747.146,-0.155256,9.53674e-07,476863
1.0827,747.28,-0.125002,-0.00111008,476966
1.08317,747.528,-0.18171,-0.0025177,477158
1.08443,748.114,-0.412847,-0.00330925,477618
1.08715,749.308,-0.95167,-0.00262928,478565
1.09194,751.515,-2.05658,-3.14713e-05,480307
1.10089,755.895,-4.29619,-0.00841713,483756
1.11811,764.435,-8.77309,-0.0343866,490535
1.1497,779.622,-17.4815,-0.0600748,502878
1.20551,805.501,-33.9076,-0.0881882,524731
1.29698,845.562,-63.0499,-0.165169,560532
1.407,891.228,-99.7785,0.226679,604227
1.49052,921.046,-129.594,0.260698,636495
1.53531,931.62,-147.6,0.253706,652353
1.55405,933.068,-157.438,0.164434,659241
1.56061,932.223,-162.741,-0.0176258,662341
1.56345,932.15,-166.198,-0.179342,663566
1.12541,732.696,-5.56123,-0.0378704,466669
1.09758,739.633,-0.167435,-0.0542183,472140
1.08622,743.578,0.976917,-0.0262308,474963
1.08014,743.35,0.715222,-0.00782013,474714
1.07652,742.31,0.242495,0.0020237,473883
1.0747,741.624,-0.0424218,0.00344181,473341
1.07393,741.32,-0.167929,0.0021944,473099
1.07374,741.244,-0.201974,0.000663757,473038
1.07389,741.328,-0.214837,-0.000974655,473104
1.07448,741.612,-0.274816,-0.00194931,473326
1.07584,742.22,-0.463869,-0.00241756,473807
1.07839,743.326,-0.913059,-0.00186443,474686
1.08277,745.341,-1.85694,0.00141716,476279
1.0907,749.245,-3.76734,-0.00605202,479353
1.10566,756.748,-7.56141,-0.0284672,485294
1.13275,769.843,-14.9347,-0.0505495,495871
1.18071,792.332,-28.8744,-0.0656481,514612
1.2598,827.603,-53.744,-0.171251,545573
1.36576,872.126,-88.3318,0.0204582,587253
1.45763,907.647,-120.726,0.195337,623504
1.5126,925.517,-141.68,0.21546,644601
1.5391,930.324,-153.633,0.190424,654059
1.54948,929.246,-160.056,0.0959587,657698
1.55268,927.288,-163.423,-0.0381374,659157
1.5542,926.898,-165.563,-0.15383,659749
1.12287,725.203,-5.30146,-0.032198,461849
1.09306,732.759,0.431988,-0.0541525,467817
1.08114,738.301,1.72845,-0.0307932,471732
1.07464,738.509,1.43143,-0.0106068,471790
1.07037,737.295,0.75322,0.00439835,470822
1.068,736.342,0.252164,0.0060606,470072
1.06686,735.835,-0.0424737,0.00366783,469675
1.0665,735.651,-0.177885,0.000346184,469533
1.06672,735.765,-0.286388,-0.00239563,469622
1.06766,736.223,-0.492439,-0.0031147,469982
1.0698,737.202,-0.902521,-0.00252819,470756
1.07375,739.087,-1.7184,-0.00144291,472242
1.08087,742.644,-3.34238,-0.00487804,475043
1.09408,749.289,-6.54251,-0.0211287,480310
1.11766,760.745,-12.715,-0.0434875,489561
1.15913,780.237,-24.3438,-0.0578995,505742
1.22833,811.408,-45.2581,-0.0625181,532711
1.32914,853.93,-77.7701,-0.0618305,571850
1.42585,892.325,-111.504,0.0927792,609921
1.48766,915.497,-135.386,0.163645,634846
1.52049,925.246,-149.799,0.149632,647657
1.53426,925.985,-157.242,0.154419,652505
1.53912,923.397,-160.747,0.0815792,653901
1.53962,921.358,-162.627,-0.0492744,654290
1.53971,920.738,-164.394,-0.174824,654403
1.12297,719.448,-4.83225,-0.0262966,458166
1.09149,726.938,1.19112,-0.0535517,464146
1.0782,734.276,2.55176,-0.0352211,469448
1.07115,735.055,2.16738,-0.0145617,469938
1.06656,733.88,1.30626,0.00646019,468998
1.06385,732.748,0.600963,0.00892258,468115
1.06239,732.011,0.135763,0.00548649,467546
1.06191,731.725,-0.145926,0.000667572,467328
1.06234,731.971,-0.406563,-0.00384712,467519
1.06385,732.779,-0.835014,-0.00489902,468146
1.06714,734.44,-1.62256,-0.00397968,469448
1.07356,737.692,-3.09462,-0.00531006,472003
1.08541,743.572,-5.90288,-0.0150185,476669
1.10661,753.729,-11.2653,-0.0323391,484875
1.14382,771.105,-21.2751,-0.0476713,499278
1.20572,798.965,-39.1506,-0.0503035,523323
1.30109,839.023,-68.7076,-0.0799656,559928
1.3997,878.629,-101.772,0.0913887,598468
1.466,905.187,-127.813,0.17321,625749
1.50252,918.835,-144.291,0.115425,641072
1.51918,922.709,-153.093,0.0794888,647544
1.52333,919.932,-156.784,0.117706,648487
1.51985,915.814,-157.998,0.115295,647330
1.51188,911.631,-158.313,-0.0711823,644845
1.50394,907.867,-159.499,-0.546677,641991
1.13505,725.016,0.170237,-0.0277119,462469
1.10433,730.999,2.80442,-0.0345287,467023
1.08616,738.217,3.64937,-0.0247126,472185
1.07743,738.785,2.97667,-0.00866604,472484
1.07222,737.508,1.90869,0.00628376,471450
1.06905,736.182,0.995615,0.00784016,470413
1.06728,735.236,0.332888,0.00524712,469685
1.06682,734.936,-0.164599,0.0010891,469459
1.06779,735.464,-0.672448,-0.00257778,469869
1.07055,736.865,-1.50767,-0.00307369,470966
1.07633,739.703,-3.01703,-0.00255585,473193
1.08755,745.178,-5.77648,-0.00346375,477513
1.10813,755.063,-10.8933,-0.0113554,485447
1.14417,771.838,-20.3141,-0.0205488,499299
1.20408,798.516,-37.0855,-0.0185919,522282
1.29585,837.253,-64.7276,-0.0314407,557446
1.39223,876.404,-96.0999,-0.0334015,595188
1.45978,904.085,-123.079,0.0654869,623171
1.49661,919.313,-140.407,0.121634,639270
1.5134,924.864,-149.17,0.0577335,646290
1.5168,923.348,-152.394,0.02425,647072
1.50819,916.785,-152.822,0.0596924,643583
1.48334,904.152,-148.013,-0.00716209,634147
1.43334,881.442,-130.882,-0.516302,615076
1.34589,834.943,-73.0666,-1.55042,574492
1.14668,732.362,7.17581,-0.0396214,467693
1.12084,738.88,5.62198,-0.0153465,472341
1.09962,745.799,5.25443,0.00249386,477312
1.08888,745.954,3.99855,0.0038681,477284
1.08271,744.405,2.5878,0.00662231,476029
1.07888,742.758,1.40427,0.00569153,474743
1.07685,741.595,0.491854,0.00414562,473854
1.07682,741.512,-0.312784,0.00331116,473798
1.07916,742.744,-1.29583,0.00409889,474760
1.0847,745.501,-2.9582,0.00395203,476929
1.09575,750.896,-5.92709,0.00482178,481206
1.11643,760.862,-11.3041,0.00566196,489197
1.15286,777.925,-21.0155,0.00311947,503229
1.21297,804.586,-37.8782,0.0154676,526194
1.30239,842.069,-64.8229,0.0735893,560375
1.39518,880.087,-95.6715,-0.0538101,596918
1.45894,907.375,-121.743,-0.0185928,623976
1.49422,922.592,-137.761,0.0631123,639546
1.51019,928.526,-145.476,0.0532265,646354
1.513,927.688,-148.181,-0.0751648,647048
1.50191,920.474,-147.037,-0.119375,641994
1.46811,903.739,-139.369,-0.0522823,628308
1.40156,872.955,-117.701,-0.288603,602189
1.2799,809.161,-68.8105,-0.97929,551607
1.10817,703.068,31.828,-5.2901,470995
1.15092,736.016,9.43548,-0.03969,469935
1.13272,745.092,8.52772,-0.00930214,476505
1.11334,753.27,7.30463,0.0180712,482516
1.10085,753.062,5.31259,0.0146122,482199
1.09336,751.006,3.40229,0.00763035,480544
1.08877,748.896,1.81155,0.00376987,478904
1.08686,747.772,0.476344,0.00278187,478048
1.08817,748.472,-0.785203,0.00773621,478596
1.0933,751.121,-2.61645,0.0118876,480672
1.10405,756.42,-5.8336,0.0113983,484867
1.1245,766.294,-11.4925,0.0115709,492810
1.16077,783.304,-21.4851,0.0167456,506843
1.2209,810.055,-38.4489,0.03619,529873
1.30873,846.973,-65.2148,0.107691,563455
1.39645,882.593,-95.3851,0.00761032,597840
1.45484,907.503,-119.542,-0.0466137,622552
1.48796,922.398,-134.565,0.021553,637423
1.50318,928.708,-141.584,0.0223789,644125
1.50626,928.798,-143.89,-0.103836,645140
1.49521,922.51,-141.836,-0.121811,640333
1.46024,905.67,-132.528,-0.0834637,625878
1.38954,873.649,-111.135,-0.307865,597894
1.27208,815.7,-70.6595,-0.246237,550761
1.1039,718.25,-8.06582,-0.555356,476599
0.948398,616.336,66.0327,-3.15431,403100
1.15494,740.592,10.1861,-0.0434761,472661
1.14274,750.761,10.2589,-0.0115061,480199
1.12801,760.905,9.48003,0.0324659,487825
1.11567,761.896,7.10669,0.0246687,488347
1.10651,759.083,4.45572,0.00749302,486093
1.10127,756.49,2.2505,0.00300121,484087
1.10011,755.762,0.264747,0.0046339,483539
1.10399,757.885,-1.89965,0.0139027,485198
1.11412,763.013,-5.28723,0.0199938,489260
1.13386,772.592,-11.2183,0.0171747,496971
1.16947,789.378,-21.4445,0.0190897,510794
1.22867,815.831,-38.436,0.045516,533567
1.31482,852.286,-64.9439,0.11857,566652
1.39891,886.403,-94.4411,0.0432854,599604
1.45374,909.587,-117.299,-0.0284328,622581
1.48437,923.623,-131.433,-0.0181217,636452
1.49866,930.063,-137.981,-0.00593376,642958
1.50163,930.591,-140.059,-0.100594,644061
1.49093,924.87,-137.624,-0.102053,639367
1.4585,909.672,-127.822,-0.0467491,625844
1.39171,879.221,-107.581,-0.131491,598956
1.283,828.689,-73.7819,-0.273405,556180
1.13139,747.306,-24.8993,0.00386429,493739
0.966858,643.191,30.3872,-0.163609,418301
0.85927,569.524,77.9825,-1.18632,366833
1.15788,745.57,10.3522,-0.0545502,475683
1.15086,755.673,10.6482,-0.0177565,483284
1.14101,767.122,10.617,0.0361061,491998
1.13108,771.069,8.97286,0.0374041,494742
1.12199,768.369,5.8,0.00818539,492572
1.11652,765.45,2.54248,0.000403404,490328
1.11732,765.805,-0.470411,0.00802326,490630
1.1258,770.334,-4.20526,0.0230999,494203
1.14434,779.523,-10.2977,0.0284958,501579
1.17833,795.637,-20.6853,0.0202026,514839
1.23557,821.425,-37.6762,0.0392494,536961
1.31958,857.147,-63.8976,0.117571,569301
1.4011,890.19,-92.8017,0.0646267,601176
1.45332,911.982,-114.771,0.0025444,622873
1.48219,925.313,-128.28,-0.0293198,635949
1.49552,931.677,-134.528,-0.0323372,642192
1.49835,932.511,-136.534,-0.102819,643368
1.4886,927.493,-134.176,-0.0918446,639070
1.45895,913.921,-124.728,-0.011694,626712
1.39944,886.858,-105.557,-0.026268,602449
1.30152,842.487,-75.9972,-0.249846,564037
1.16766,775.449,-35.5145,-0.145671,510656
1.015,684.43,12.4536,0.296624,444022
0.879616,594.151,52.8876,0.377342,381119
0.807347,542.79,82.7161,-0.144104,346366
1.16048,751.114,10.3317,-0.0678368,479137
1.15777,760.315,10.5081,-0.0256233,486126
1.15203,772.44,10.6041,0.0351095,495368
1.14563,779.586,9.68756,0.0481606,500619
1.139,778.218,6.70003,0.0172997,499521
1.13532,776.153,2.37309,-0.000816345,497965
1.14023,778.778,-2.23042,0.00844479,500060
1.15654,787.162,-8.5735,0.0288486,506774
1.18805,802.347,-19.0353,0.0291109,519234
1.24198,826.918,-36.0007,0.0329113,540212
1.32317,861.616,-61.9893,0.102743,571496
1.40292,893.95,-90.4685,0.0634346,602580
1.45376,914.81,-111.907,0.0204678,623461
1.48151,927.548,-125.03,-0.0199718,635972
1.49397,933.766,-131.182,-0.0383301,641974
1.49649,934.712,-133.258,-0.104506,643136
1.48766,930.255,-131.22,-0.0931015,639246
1.46108,918.28,-122.591,0.00287056,628172
1.40825,894.551,-104.934,0.0714359,606576
1.32199,855.913,-77.9907,-0.153669,572534
1.20324,798.744,-42.8321,-0.169605,525466
1.06321,721.906,-0.454407,0.0483131,467867
