density,density*u,density*v,density*w,energy
0.928256,634.541,38.1679,0.607376,406573
0.825881,563.916,65.6195,0.376087,358747
0.775617,526.68,85.0833,0.233682,334017
1.16306,756.957,10.0917,-0.0753345,482784
1.1638,764.977,10.0257,-0.035862,488961
1.16216,777.998,10.1355,0.0237284,498842
1.15974,787.559,9.34037,0.054493,506084
1.15786,788.683,6.41124,0.0401115,506995
1.15906,789.345,1.23743,0.00701046,507600
1.17152,795.94,-5.74422,0.00588322,512882
1.20017,810.091,-16.224,0.026289,524459
1.24961,832.945,-33.212,0.0383148,543910
1.32666,866.149,-59.0163,0.0887966,573680
1.40479,898.031,-87.3233,0.0440063,604110
1.45506,918.076,-108.742,0.0209656,624358
1.4822,930.311,-121.71,-0.0189648,636470
1.49405,936.429,-127.879,-0.0337734,642338
1.49627,937.443,-130.118,-0.0982647,643501
1.48821,933.368,-128.56,-0.0991974,639944
1.46449,922.786,-120.987,-0.00754547,630081
1.41761,901.881,-105.043,0.0926132,610852
1.34223,867.798,-80.3055,0.0282612,580545
1.23607,818.868,-48.5108,-0.173977,539112
1.10901,753.51,-11.5967,-0.205667,488060
0.980029,674.959,25.419,0.329284,432188
0.867821,599.039,54.133,0.558883,380824
0.791557,544.621,73.1985,0.333714,344616
0.755868,517.066,86.4471,0.192426,326524
1.16516,764.004,9.70338,-0.08881,487186
1.16971,770.43,9.10103,-0.0541363,492279
1.17283,784.157,8.98722,0.0105228,502812
1.17512,795.753,7.9657,0.0611734,511755
1.17972,800.437,4.73066,0.0636444,515521
1.18976,806.099,-1.79839,0.0174198,520116
1.21437,818.529,-12.3454,0.00225163,530307
1.26047,840.269,-28.9994,0.0363026,548693
1.33273,871.789,-54.7464,0.0869579,576801
1.40819,902.907,-83.3339,0.0231247,606286
1.4579,922.267,-105.126,0.0172901,625951
1.48466,933.868,-118.19,-0.0227947,637639
1.49585,939.769,-124.547,-0.0265369,643324
1.49771,940.787,-127.035,-0.0918827,644474
1.49038,937.071,-126.033,-0.104342,641270
1.46919,927.605,-119.607,-0.0237923,632462
1.42743,909.097,-105.453,0.0805664,615314
1.36073,878.946,-83.0024,0.0867214,588241
1.26665,836.049,-53.85,-0.0947552,551312
1.15082,779.209,-20.5326,-0.225358,505583
1.03032,711.822,14.1108,-0.0261879,455653
0.917739,638.229,43.7176,0.458133,405115
0.826626,574.841,64.4768,0.484598,363419
0.768778,532.161,77.9274,0.256104,335446
0.74288,510.984,87.2098,0.0913591,321649
1.16765,771.698,9.1912,-0.103254,492372
1.17646,777.217,7.67408,-0.0814171,496685
1.18508,791.214,6.98886,-0.002141,507507
1.19402,805.337,5.36594,0.0710793,518552
1.20692,814.625,0.826977,0.0818892,526083
1.23005,827.474,-8.1008,0.0310831,536593
1.27263,847.891,-23.8783,0.0109291,553838
1.34141,878.227,-49.1356,0.08741,580694
1.41497,908.98,-77.8932,0.016531,609544
1.46424,928.133,-100.354,0.0153694,628924
1.48996,938.874,-114.046,-0.0142326,639976
1.49999,944.105,-120.981,-0.0205212,645176
1.50102,944.867,-123.902,-0.0794754,646125
1.49423,941.532,-123.555,-0.117332,643295
1.47515,932.896,-118.309,-0.0438557,635352
1.4378,916.358,-105.977,0.0602779,620001
1.3782,889.531,-85.8445,0.0981331,595713
1.29451,851.322,-59.0499,0.0115223,562425
1.18963,801.193,-28.4072,-0.113475,521152
1.07554,741.632,4.05565,-0.190582,475442
0.967691,676.134,33.8237,0.105775,428918
0.872378,611.341,56.3952,0.425133,385701
0.797733,558.357,71.4574,0.378479,351695
0.753111,523.935,81.0204,0.172007,329326
0.733809,506.998,87.6519,-0.0829887,318322
1.17216,780.002,8.59933,-0.104836,498091
1.18564,785.393,5.65831,-0.0924788,502270
1.20018,800.076,3.70242,-0.0176725,513659
1.21812,817.218,0.769321,0.0728836,527233
1.24298,833.109,-6.05589,0.0944052,540281
1.28415,854.948,-19.2881,0.0477314,558540
1.35034,884.536,-42.656,0.0567207,584589
1.4231,915.313,-70.9346,0.0225067,613153
1.4737,935.124,-94.2731,0.0148792,632958
1.49916,945.609,-108.964,-0.00595093,643819
1.50792,949.951,-116.783,-0.0100117,648387
1.50702,949.958,-120.397,-0.0485783,648710
1.5002,946.899,-120.883,-0.123003,646135
1.48258,938.826,-116.906,-0.0771027,638830
1.44885,923.843,-106.367,0.0316505,624971
1.39521,899.773,-88.422,0.0876122,603055
1.32031,865.398,-63.8595,0.0724163,572851
1.22546,820.898,-35.3085,-0.0363922,535520
1.11782,766.67,-4.69895,-0.177891,492791
1.01333,708.257,24.2251,-0.0875797,449867
0.919493,647.702,48.073,0.209124,408218
0.838672,591.341,65.3272,0.362696,371508
0.777525,547.113,76.3652,0.302494,343684
0.743033,518.917,83.1984,0.0722189,325487
0.729122,505.317,88.1491,-0.281773,316688
1.17732,788.706,7.94385,-0.101972,504092
1.19801,795.331,2.82593,-0.0949717,509267
1.22082,811.788,-1.43502,-0.0245562,522101
1.25007,832.815,-6.87408,0.0727739,539122
1.292,857.789,-17.2803,0.107752,559889
1.35676,889.471,-37.1242,0.0581017,587283
1.4299,921.272,-63.5209,0.0219574,616409
1.48358,942.479,-87.4977,-0.000566483,637321
1.51089,953.684,-103.041,-0.00403786,648779
1.51969,957.862,-111.772,-0.00713348,653272
1.5175,956.999,-116.248,-0.0113697,652971
1.50956,953.528,-117.685,-0.0899982,650102
1.49242,945.758,-115.121,-0.100496,643171
1.46131,931.962,-106.501,-0.0125351,630493
1.41228,909.98,-90.8069,0.068716,610460
1.34392,878.79,-68.5125,0.0748405,582809
1.25769,838.487,-41.7723,0.00296402,548546
1.15825,789.244,-13.1153,-0.0748501,508959
1.05673,735.815,14.7108,-0.144521,468511
0.963774,680.425,39.2039,-0.00788307,429195
0.881876,625.102,58.2633,0.245026,392079
0.81353,576.507,71.5039,0.300395,361041
0.764098,539.366,79.6607,0.249815,338084
0.738753,516.72,84.9258,-0.0300455,323625
0.729507,506.25,89.0121,-0.392153,316959
1.18326,799.042,7.13275,-0.10994,511243
1.21533,808.023,-1.26116,-0.103261,518438
1.25019,827.567,-9.06391,-0.0243177,534011
1.29466,854.381,-18.5421,0.0807266,556166
1.35806,889.818,-34.2717,0.104589,586179
1.43211,924.984,-57.0975,0.0668678,617552
1.49003,949.393,-80.7082,-0.0257034,640874
1.52225,962.653,-96.7641,-0.0194378,654148
1.53369,967.985,-106.195,-0.012188,659672
1.53172,966.708,-111.379,0.00126266,659175
1.52285,962.089,-113.78,-0.0507374,655572
1.50625,954.42,-112.704,-0.0959682,648913
1.47669,941.338,-105.959,-0.0288887,637020
1.43099,920.914,-92.4087,0.047966,618440
1.36776,892.177,-72.3183,0.066412,592831
1.28846,855.264,-47.8473,0.0373936,561112
1.19625,810.375,-21.0635,0.00553989,524380
1.09851,759.906,5.84888,-0.130559,485291
1.00596,708.831,30.4623,-0.117733,447958
0.923971,657.109,50.817,0.0639753,412227
0.8526,607.447,65.9737,0.2334,379644
0.795853,566.214,76.0937,0.291188,353793
0.757769,535.305,82.2104,0.200014,335016
0.740068,517.392,86.5048,-0.123971,323759
0.734402,509.159,89.9166,-0.575344,318635
1.19134,811.21,5.51667,-0.125535,519820
1.23874,823.602,-7.26565,-0.112529,529983
1.29018,847.899,-20.252,-0.0191402,549997
1.35324,881.951,-34.8508,0.0823555,578761
1.4271,922.022,-53.8683,0.123257,613459
1.48764,951.81,-75.5258,0.0304832,640581
1.52476,967.397,-91.6505,-0.0245628,655854
1.54205,975.26,-101.285,-0.0209427,663617
1.5448,976.388,-106.406,0.00250244,665138
1.53819,972.502,-109.154,-0.0234394,662263
1.52305,964.6,-109.207,-0.0922432,655720
1.49562,952.003,-104.417,-0.0522156,644550
1.45293,933.212,-93.2095,0.0382557,627494
1.39396,906.427,-75.6876,0.0564213,603618
1.32005,872.071,-53.2058,0.0546055,573873
1.23466,830.904,-27.6952,0.0213079,539686
1.14165,783.494,-1.45433,-0.0346613,502254
1.04878,734.083,22.9436,-0.118166,465196
0.96474,685.795,44.097,-0.0843687,430906
0.891932,637.681,61.0443,0.133388,398376
0.830825,594.222,73.0321,0.219105,370526
0.786878,561.137,80.4741,0.263449,350228
0.759315,536.407,84.2533,0.178282,335495
0.746898,520.496,86.2997,-0.115402,326092
0.745512,512.337,87.6149,-0.980362,321752
1.19616,818.208,-1.9905,-0.1011,525318
1.26021,834.638,-15.8131,-0.0862331,539277
1.33366,867.389,-34.113,-0.0130539,566951
1.40795,905.927,-52.8202,0.0611897,600168
1.47089,940.171,-71.1663,0.0800934,630474
1.51235,961.78,-86.409,0.0252686,650349
1.53415,971.716,-96.4341,-0.0126743,660064
1.5424,975.642,-101.77,-0.0105057,664028
1.54126,974.771,-104.466,-0.00129509,663665
1.53137,969.45,-104.966,-0.0218487,659352
1.50956,958.935,-102.021,-0.053278,650216
1.47196,942.046,-93.6173,-0.015419,635044
1.41791,918.007,-79.1224,0.0315228,613452
1.34936,886.389,-59.3398,0.0421047,585807
1.2703,848.671,-36.0146,0.0378723,553986
1.18358,805.123,-10.9731,0.0206261,518879
1.09336,757.632,13.3111,-0.026228,482379
1.00712,711.371,34.7972,-0.073947,448475
0.931147,666.227,52.8072,-0.0476799,417026
0.867049,622.499,66.775,0.0738602,387829
0.817577,586.376,75.998,0.159661,364975
0.786408,561.176,80.9513,0.183885,349922
0.769486,542.632,82.5923,0.128624,339531
0.771584,532.497,78.2031,-0.179706,335205
0.810041,547.47,48.381,-0.693572,348377
1.21102,832.01,-7.86981,-0.0721865,536319
1.29528,851.521,-30.1646,-0.0559139,553685
1.38051,888.584,-51.4681,-0.00736427,585709
1.4505,925.896,-69.0607,0.0348988,617976
1.49857,953.166,-83.1541,0.0399265,642264
1.52559,968.277,-93.1489,0.0182056,656253
1.53795,974.403,-98.8141,-0.00163651,662241
1.54088,975.637,-101.06,-0.00189018,663689
1.53614,973.089,-101.533,-0.00106812,661700
1.52116,965.578,-99.4939,-0.010891,655259
1.49123,951.577,-93.0277,-0.0171051,642824
1.44415,930.431,-81.1875,0.00194359,623862
1.38112,901.998,-64.2683,0.0228119,598718
1.3063,866.914,-43.4118,0.0266857,568689
1.22489,826.801,-20.2528,0.0243263,535736
1.13837,782.004,3.58586,0.0170164,500542
1.05203,735.707,25.5586,-0.0134315,465764
0.972829,692.91,44.2097,-0.0383644,435048
0.905087,650.75,59.4782,-0.0316753,406110
0.851268,612.877,70.7286,0.0287981,381104
0.815029,585.338,77.4307,0.0969763,363974
0.795242,567.009,79.9933,0.109213,353564
0.790701,554.205,78.1093,0.078557,347541
0.814914,555.449,65.7929,-0.141866,352193
0.878535,586.74,29.1195,-0.389026,378094
1.23397,852.662,-14.3492,-0.0462141,553071
1.33759,871.138,-45.4165,-0.0313492,570987
1.41657,905.041,-67.5965,-0.00238228,600827
1.47389,937.127,-81.7616,0.019825,628375
1.50968,958.622,-91.0604,0.0219555,647421
1.52785,969.406,-96.573,0.0125446,657434
1.53492,973.229,-98.7652,0.00321007,661152
1.53448,973.128,-99.2125,0.00193024,661256
1.52582,968.922,-97.5015,0.00121689,657633
1.50411,958.502,-92.2412,-0.000156403,648414
1.466,940.841,-82.2744,-0.000827789,632647
1.41106,915.929,-67.5356,0.00669289,610530
1.34176,884.239,-48.9768,0.0146713,582997
1.26351,846.502,-27.9128,0.0158501,551465
1.18048,804.373,-5.47107,0.015276,517703
1.09545,759.272,16.4146,0.0115824,483078
1.01376,715.116,35.8352,-0.00610065,450570
0.942197,675.56,52.1344,-0.0221367,422725
0.884271,637.509,65.1007,-0.0213413,396929
0.843441,607.747,73.6462,0.008461,377542
0.82016,588.812,77.0876,0.0483885,366075
0.810264,576.306,77.2019,0.0591106,359677
0.81842,568.452,71.5712,0.0376778,357802
0.864194,581.699,52.2231,-0.0829496,372209
0.925535,613.2,19.0139,-0.1978,398597
1.2588,877.67,-21.2435,-0.0295868,573508
1.37587,890.531,-60.0205,-0.0167236,588398
1.44116,917.316,-80.4254,0.00287247,612233
1.48495,943.051,-90.897,0.0137882,634019
1.51211,960.17,-96.0007,0.0140171,648984
1.525,968.251,-97.8883,0.009058,656454
1.52814,970.409,-97.9575,0.00391006,658545
1.52391,968.717,-96.4878,0.00304604,657104
1.50975,962.164,-92.008,0.00297546,651226
1.48086,948.566,-83.3719,0.00289154,639067
1.4355,927.494,-70.2613,0.00299644,620359
1.37482,899.614,-53.3027,0.00631714,595957
1.30198,865.64,-33.9218,0.00963783,567035
1.22199,826.033,-13.1524,0.00968742,534695
1.13845,782.371,8.19434,0.00891495,500506
1.05584,737.807,27.8671,0.00615406,466983
0.980346,697.106,44.557,-0.00521088,437556
0.918078,660.924,58.3831,-0.0146856,412478
0.871868,629.219,68.5788,-0.0142841,391197
0.843705,607.969,74.1115,0.00181198,377572
0.82974,594.959,75.6734,0.0251245,370043
0.829813,587.923,73.4888,0.0349283,367520
0.851489,585.6,63.6892,0.0298376,370415
0.907498,604.194,40.6488,-0.0344973,389845
0.961166,633.282,12.8362,-0.099618,414238
1.279,902.671,-26.4551,-0.0191135,594043
1.4005,906.031,-69.9786,-0.008358,602545
1.45723,927.062,-89.287,0.00550079,621093
1.48878,945.769,-97.4544,0.0111332,636808
1.50879,958.706,-99.182,0.0105896,647907
1.518,965.186,-97.9697,0.0068531,653672
1.51779,966.09,-96.2843,0.00358963,654520
1.50868,962.282,-92.5651,0.00289726,651091
1.48789,952.761,-85.042,0.00267792,642473
1.45219,936.032,-73.2464,0.00248909,627540
1.40112,912.109,-57.5899,0.00259972,606534
1.33675,882.115,-39.1812,0.0046196,580719
1.26267,846.603,-19.334,0.0062294,551153
1.18206,805.686,0.955947,0.00598621,518468
1.09946,761.565,20.4829,0.00474739,484622
1.02084,718.618,37.7734,0.00134373,452895
0.953037,681.964,52.1739,-0.00542545,426842
0.901089,649.76,63.6552,-0.0105591,404774
0.866652,625.258,71.0495,-0.00971794,388487
0.848935,611.328,73.6324,0.000432968,379776
0.843031,603.206,73.2771,0.0166464,375581
0.852613,600.704,68.7669,0.0281734,376466
0.888362,605.315,54.3978,0.0293617,385125
0.942774,622.895,31.0559,-0.00759315,404539
0.984846,646.466,9.11207,-0.0492058,424502
1.29295,925.184,-30.2601,-0.0122261,612827
1.41444,918.238,-76.7433,-0.00368881,613803
1.46586,933.874,-94.6242,0.00633621,627148
1.48782,946.034,-100.561,0.00951576,637313
1.50123,955.197,-100.015,0.00852776,644932
1.50756,960.624,-97.1602,0.00540733,649496
1.50363,960.145,-93.6107,0.00301933,648992
1.48849,953.632,-87.2144,0.00226593,643079
1.46081,940.906,-76.7516,0.00182724,631617
1.41921,921.313,-62.3042,0.00144958,614286
1.36413,895.171,-44.7899,0.00143051,591669
1.29789,863.85,-25.4951,0.00263214,565202
1.22381,827.242,-5.64072,0.00372696,535413
1.1441,785.711,13.9821,0.00344753,502935
1.0642,742.329,31.6294,0.0019083,470262
0.991491,702.574,46.2752,-0.00169945,441342
0.93296,670.079,58.2232,-0.00546932,418566
0.891848,643.06,66.9184,-0.00759697,400173
0.867917,625.74,71.4141,-0.00651741,388775
0.857532,616.683,72.4742,0.000944138,383369
0.859059,612.843,70.4344,0.0146608,382186
0.879211,614.766,62.8599,0.0261087,386609
0.924657,625.266,44.5771,0.0286636,400161
0.97198,639.412,22.654,0.00507927,417387
1.00163,655.773,6.52812,-0.0226421,431696
1.30056,943.176,-32.7361,-0.00757027,628293
1.42154,927.223,-80.4446,-0.00103378,622185
1.46879,937.759,-96.2832,0.00623512,630528
1.48396,945.033,-100.335,0.00808525,636485
1.4918,950.946,-99.2689,0.00689125,641199
1.49404,954.724,-95.5424,0.00434113,644138
1.48515,952.232,-89.6394,0.00242233,641698
1.46355,942.771,-80.4842,0.00152397,633138
1.42949,926.951,-67.428,0.000837326,619047
1.38318,904.897,-50.9593,0.000240326,599807
1.3256,877.124,-32.2427,0.000133514,576190
1.25896,844.996,-12.5312,0.00113392,549590
1.1855,807.697,7.1711,0.002038,519895
1.1085,766.495,25.6074,0.00167847,488324
1.03363,725.302,41.3202,-0.000303268,457810
0.96852,689.804,53.7824,-0.00303268,432346
0.919791,661.513,63.3743,-0.00504875,412714
0.888644,640.267,69.3003,-0.00526333,398312
0.873314,628.845,71.134,-0.00407124,390887
0.869208,623.758,70.6828,0.00244427,388194
0.878115,623.967,66.8072,0.01437,389960
0.910007,630.613,55.3806,0.0243244,398370
0.957929,643.354,35.8025,0.0253582,414062
0.994116,652.14,17.0126,0.0064764,427255
1.0146,662.97,4.84099,-0.0131569,437204
1.30475,957.394,-33.7687,-0.00433922,640790
1.42413,933.349,-81.4041,0.000556946,628173
1.46839,939.927,-95.9688,0.00551414,632357
1.47818,943.423,-98.9984,0.00634384,635003
1.48075,946.097,-97.6877,0.00534248,636917
1.47756,947.459,-92.8241,0.00343704,637552
1.46261,942.419,-84.3755,0.00188065,632724
1.43453,929.93,-72.5911,0.000795364,621534
1.395,911.302,-57.4251,-0.000139236,605190
1.34522,887.234,-39.575,-0.0007267,584553
1.28632,858.378,-20.2132,-0.000713348,560462
1.2203,825.672,-0.475283,0.000144958,533975
1.14861,788.347,18.912,0.000919342,504877
1.07588,748.613,36.0781,0.000524521,474992
1.00817,710.931,49.6279,-0.00144958,447496
0.952145,680.269,59.7635,-0.00339031,425749
0.913278,656.643,66.7321,-0.0042305,409432
0.890586,641.102,69.9762,-0.00375271,398915
0.881328,633.603,70.4046,-0.00210285,394158
0.883032,631.95,68.5453,0.00413322,393856
0.900965,637.111,62.1548,0.0140581,399274
0.94205,647.562,47.3272,0.0218668,411195
0.986804,657.919,28.1397,0.0207167,425536
1.01122,661.895,13.0854,0.00524044,434788
1.02521,668.879,3.71352,-0.00904179,441676
1.30633,967.997,-33.8679,-0.002285,650451
1.42256,937.054,-80.8242,0.000972748,631926
1.46391,940.033,-94.3863,0.00411224,632360
1.47045,941.072,-96.6896,0.0044632,632749
1.4683,940.802,-94.8755,0.00382423,632157
1.45836,938.839,-88.6029,0.00249863,629773
1.43658,930.888,-77.8223,0.0013485,622292
1.40237,915.462,-63.8023,0.000370026,608653
1.3584,894.394,-47.0821,-0.00043869,590484
1.30626,868.754,-28.4342,-0.000810623,568910
1.247,839.245,-8.9214,-0.000782967,544752
1.18196,805.956,10.7077,-0.000291824,518395
1.11367,769.579,29.1947,0.000174522,490598
1.04698,732.532,44.8656,-0.000255585,463204
0.987568,699.175,56.6519,-0.00182056,439197
0.941377,673.616,64.7404,-0.00319195,421247
0.911629,654.842,69.2037,-0.00332355,408300
0.896121,644.021,70.0169,-0.00254059,400964
0.891756,639.796,69.2118,-0.000466347,398459
0.899302,641.469,65.8495,0.00550079,400534
0.92711,652.002,56.5492,0.0136118,410001
0.972308,663.904,39.3066,0.018549,423681
1.00937,669.018,21.6311,0.0150414,434462
1.02441,669.345,10.1346,0.00268173,440513
1.03403,673.841,2.90167,-0.00751591,445376
1.30517,975.078,-33.4786,-0.00114059,657292
1.41742,938.859,-78.9955,0.000850677,633844
1.45612,938.591,-91.5876,0.00273514,630949
1.46045,937.83,-93.4656,0.00296783,629622
1.4541,934.878,-90.7508,0.0026474,626751
1.43689,929.05,-82.904,0.00181198,620995
1.40775,917.856,-70.1995,0.00100708,610672
1.36806,899.731,-54.4133,0.000291824,594882
1.32061,876.642,-36.6771,-0.000385284,575324
1.26708,849.841,-17.7553,-0.000673294,553213
1.20818,819.857,1.59087,-0.000619888,529173
1.14473,786.425,20.7298,-0.000374794,503259
1.08096,751.647,38.0655,-0.000209808,477186
1.02182,718.342,51.9986,-0.000608444,452947
0.971897,690.18,61.9763,-0.00176144,432920
0.935853,669.817,68.0286,-0.00265312,418722
0.913945,655.812,70.2894,-0.00244617,409053
0.90388,648.347,69.7851,-0.00148487,404015
0.904075,646.974,67.7632,0.000758171,403497
0.919093,652.972,62.3267,0.00617504,408691
0.956741,668.586,49.8535,0.0125856,422118
0.999694,678.56,32.1632,0.0144863,435010
1.02607,677.273,16.9642,0.0101728,441228
1.03466,675.14,7.92167,0.000264168,444941
1.04114,677.891,2.2812,-0.00676632,448341
1.30178,979.501,-32.4893,-0.000553131,661935
1.40935,939.749,-76.0052,0.000623703,634728
1.44561,935.966,-87.6971,0.00163078,628490
1.44793,933.536,-89.3569,0.00173187,625530
1.43748,927.941,-85.6339,0.0016346,620427
1.41347,918.314,-75.9583,0.00131035,611430
1.3772,903.728,-61.6383,0.000837326,598268
1.33262,883.141,-44.6484,0.000289917,580622
1.2826,858.45,-26.4069,-0.000217438,560086
1.22839,830.801,-7.58615,-0.000432014,537724
1.16999,800.24,11.4399,-0.000416756,513736
1.1094,767.599,29.6198,-0.000329018,488926
1.05134,735.164,45.4897,-0.000291824,465040
1.00038,706.112,57.8172,-0.00069046,444205
0.960449,683.62,66.0745,-0.00149536,428394
0.934311,668.351,70.2943,-0.00195503,417817
0.919554,658.693,70.6632,-0.00157928,411132
0.913567,653.882,69.1599,-0.00048542,407930
0.91856,655.323,65.8657,0.00173473,409408
0.941905,666.076,58.0526,0.00621796,418094
0.986945,685.111,42.7754,0.0104017,434381
1.02407,691.614,25.4539,0.0103474,445201
1.03907,683.907,13.467,0.00609398,446705
1.04283,679.797,6.32469,-0.00135899,448471
1.04697,681.25,1.83514,-0.00615025,450759
1.29682,982.039,-31.0061,-0.000200272,664809
1.39872,939.669,-72.1089,0.000385284,634606
1.43298,932.481,-83.0548,0.000898361,625316
1.43333,928.371,-84.3612,0.00097847,620661
1.41825,919.79,-79.5196,0.000997543,613062
1.38797,906.518,-68.1564,0.000898361,601050
1.34574,888.861,-52.4149,0.000692368,585418
1.2971,866.119,-34.7089,0.000314713,566240
1.24522,840.206,-16.4216,-4.48227e-05,545082
1.19064,811.797,2.0135,-0.00019455,522562
1.13332,780.996,20.4152,-0.00022316,498872
1.07663,749.736,37.448,-0.000212669,475555
1.02533,720.486,51.6355,-0.000246048,454366
0.983104,696.196,62.1785,-0.000605583,437174
0.953248,679.453,68.6909,-0.00110722,425535
0.93583,668.93,71.2765,-0.00132084,418291
0.926859,662.626,70.7921,-0.000909805,413958
0.924881,660.386,68.2861,0.000277519,412557
0.936115,665.443,63.1642,0.00246143,416618
0.968415,681.233,52.4969,0.00564766,429082
1.01484,699.893,36.0909,0.00802135,445563
1.04325,701.595,20.6703,0.00731373,453137
1.04956,689.427,10.9466,0.00298882,451261
1.04959,683.677,5.17365,-0.00268269,451392
1.05194,684.114,1.51019,-0.00555038,452793
1.29044,982.856,-29.1973,-4.00543e-05,666075
1.38611,938.744,-67.624,0.000209808,633631
1.41853,928.254,-77.8643,0.000490189,621544
1.41684,922.392,-78.6021,0.00056076,615106
1.39672,910.511,-72.4646,0.000589371,604782
1.36074,893.72,-59.6522,0.000572205,589967
1.31374,873.413,-42.8911,0.000522614,572292
1.26198,848.967,-24.8843,0.000324249,551993
1.2088,822.048,-6.86819,0.000125885,530421
1.1542,793.007,11.093,-2.67029e-05,507852
1.09925,762.759,28.4119,-8.58307e-05,485028
1.04765,733.67,43.8129,-9.34601e-05,463695
1.00354,708.078,56.1696,-0.000152588,445410
0.970252,688.784,64.8643,-0.000437737,431913
0.949708,677.04,69.8388,-0.000734329,423857
0.939486,670.719,71.3072,-0.000731468,419572
0.935186,667.311,70.3712,-0.000359535,417300
0.937989,667.888,67.0094,0.00078392,417918
0.956601,677.182,59.8204,0.00251293,425059
0.996897,697.339,46.5187,0.00463295,440911
1.04021,713.16,30.2173,0.00556374,455747
1.05869,709.423,17.2083,0.00496292,459456
1.05821,694.058,9.22797,0.00125408,455087
1.05551,687.069,4.43751,-0.00309277,453934
1.05652,686.732,1.31021,-0.00493908,454651
1.28314,982.367,-27.1891,2.47955e-05,666063
1.37203,937.13,-62.7008,0.00018692,631971
1.40225,923.192,-72.1488,0.000305176,617119
1.39857,915.601,-72.1798,0.000291824,608904
1.37347,900.351,-64.6975,0.000318527,595819
1.33231,880.131,-50.6685,0.000375748,578371
1.28151,857.569,-33.2908,0.000394821,559038
1.22741,831.781,-15.3048,0.000299454,537973
1.17351,804.041,2.27585,0.000182152,516154
1.12001,774.975,19.3809,8.10623e-05,493985
1.06844,745.934,35.2711,2.67029e-05,472448
1.02256,719.564,48.852,-2.86102e-06,453391
0.98621,698.209,59.3705,-6.86646e-05,438323
0.961912,684.009,66.375,-0.000255585,428520
0.949058,676.325,69.8227,-0.000378609,423325
0.94396,672.995,70.7422,-0.000320435,421165
0.944233,672.494,69.4687,0.000115395,420989
0.953435,676.765,65.0591,0.00116158,424282
0.980221,690.632,55.679,0.00240135,434813
1.02512,712.981,40.433,0.00352573,452557
1.0621,724.471,25.0099,0.00380421,464537
1.07122,715.554,14.5306,0.00323868,464479
1.06553,697.966,8.03862,0.000219345,458329
1.06093,690.156,3.97957,-0.00305939,456248
1.06099,689.254,1.19638,-0.00427628,456453
1.27523,980.914,-24.9708,5.14984e-05,665146
1.35705,935.1,-57.2667,0.000200272,629900
1.38436,917.362,-65.9044,0.000247955,612107
1.37876,908.055,-65.1909,0.000240326,602138
1.34897,889.512,-56.4334,0.000263214,586370
1.30306,865.929,-41.415,0.000310898,566423
1.24895,841.257,-23.6698,0.000331879,545638
1.19351,814.568,-5.96658,0.000267982,524187
1.13999,786.551,11.045,0.000197411,502546
1.08868,758.095,27.019,0.000130653,481221
1.04136,730.896,41.2427,9.72748e-05,461359
1.00174,707.794,52.9294,6.10352e-05,444880
0.973289,690.868,61.5959,2.86102e-06,433077
0.95696,681.053,67.0187,-8.4877e-05,426403
0.950331,676.915,69.4154,-0.000109673,423710
0.949188,675.851,69.7108,-2.47955e-05,423152
0.954128,678.142,67.9175,0.000370026,425000
0.971125,686.93,62.1558,0.00121593,431593
1.00692,705.726,50.4243,0.00215721,445856
1.05137,727.172,34.9071,0.00258827,463285
1.08003,733.524,21.3503,0.0025816,471686
1.08188,720.621,12.6515,0.00194836,468686
1.07207,701.42,7.20547,-0.000470161,461202
1.06608,693.034,3.67014,-0.00285435,458413
1.06542,691.724,1.12358,-0.00353622,458237
1.26701,978.691,-22.5208,0.000118256,663412
1.34119,932.535,-51.4076,0.000217438,627338
1.36512,910.853,-59.1983,0.000259399,606606
1.35769,899.863,-57.77,0.000236511,594917
1.32347,878.101,-47.8611,0.000261307,576558
1.27308,851.165,-31.9937,0.000295639,554187
1.21644,824.61,-14.1074,0.000285149,532226
1.16088,797.618,3.09878,0.000253677,510850
1.10892,770.004,19.0779,0.000204086,489884
1.06059,742.706,33.6951,0.000164986,469756
1.01819,717.948,46.1656,0.00014019,451915
0.985351,698.567,55.9234,0.000120163,438244
0.964503,685.781,62.7722,8.29697e-05,429430
0.954926,679.618,66.7664,7.05719e-05,425333
0.952686,678.106,68.5126,7.62939e-05,424499
0.955249,679.306,68.3669,0.000182152,425565
0.965679,684.752,65.6298,0.00050354,429692
0.99069,698.076,58.3233,0.00115204,439646
1.03395,720.938,44.8254,0.00179291,457106
1.07525,739.992,29.7595,0.00196552,473081
1.09494,740.886,18.6716,0.00186062,477564
1.09111,724.965,11.4608,0.00122738,472322
1.07815,704.596,6.75574,-0.000628471,463849
1.07116,695.831,3.54889,-0.00238132,460533
1.06999,694.235,1.11086,-0.00272179,460076
1.25796,975.126,-20.0286,0.000200272,660454
1.32435,929.341,-45.2921,0.000310898,624223
1.34501,903.908,-52.0106,0.000329971,600810
1.33567,891.145,-49.9628,0.00028801,587361
1.29732,866.271,-39.0145,0.000297546,566537
1.24289,835.966,-22.3907,0.000284195,541796
1.18499,808.141,-4.85993,0.000279427,519200
1.13047,781.531,11.3894,0.000245094,498400
1.08065,754.672,26.1921,0.000218391,478327
1.03606,729.119,39.2728,0.000188828,459757
0.999252,707.433,49.9023,0.000172615,444307
0.973239,691.646,57.7862,0.000163078,433277
0.958918,682.309,62.9946,0.0001688,426911
