t(secs),mass_residual
3.5772,0.095526
3.57735,0.0955201
3.5775,0.095514
3.57765,0.095508
3.5778,0.0955019
3.57795,0.0954959
3.5781,0.0954898
3.57825,0.0954838
3.5784,0.0954778
3.57855,0.0954718
3.5787,0.0954657
3.57885,0.0954597
3.579,0.0954536
3.57915,0.0954476
3.5793,0.0954416
3.57945,0.0954356
3.5796,0.0954295
3.57975,0.0954235
3.5799,0.0954175
3.58005,0.0954114
3.5802,0.0954054
3.58035,0.0953993
3.5805,0.0953933
3.58065,0.0953873
3.5808,0.0953812
3.58095,0.0953751
3.5811,0.0953691
3.58125,0.0953631
3.5814,0.095357
3.58155,0.0953509
3.5817,0.0953449
3.58185,0.0953388
3.582,0.0953327
3.58215,0.0953267
3.5823,0.0953207
3.58245,0.0953146
3.5826,0.0953086
3.58275,0.0953025
3.5829,0.0952964
3.58305,0.0952904
3.5832,0.0952843
3.58335,0.0952783
3.5835,0.0952722
3.58365,0.0952661
3.5838,0.09526
3.58395,0.095254
3.5841,0.095248
3.58425,0.095242
3.5844,0.0952359
3.58455,0.0952298
3.5847,0.0952238
3.58485,0.0952177
3.585,0.0952117
3.58515,0.0952056
3.5853,0.0951996
3.58545,0.0951935
3.5856,0.0951875
3.58575,0.0951815
3.5859,0.0951754
3.58605,0.0951693
3.5862,0.0951633
3.58635,0.0951573
3.5865,0.0951513
3.58665,0.0951452
3.5868,0.0951392
3.58695,0.0951331
3.5871,0.095127
3.58725,0.0951209
3.5874,0.0951149
3.58755,0.0951088
3.5877,0.0951028
3.58785,0.0950967
3.588,0.0950907
3.58815,0.0950847
3.5883,0.0950786
3.58845,0.0950726
3.5886,0.0950666
3.58875,0.0950605
3.5889,0.0950544
3.58905,0.0950484
3.5892,0.0950423
3.58935,0.0950363
3.5895,0.0950302
3.58965,0.0950242
3.5898,0.0950181
3.58995,0.095012
3.5901,0.095006
3.59025,0.0949999
3.5904,0.0949938
3.59055,0.0949878
3.5907,0.0949817
3.59085,0.0949757
3.591,0.0949696
3.59115,0.0949635
3.5913,0.0949574
3.59145,0.0949514
3.5916,0.0949453
3.59175,0.0949393
3.5919,0.0949332
3.59205,0.0949271
3.5922,0.0949211
3.59235,0.094915
3.5925,0.094909
3.59265,0.0949028
3.5928,0.0948968
3.59295,0.0948908
3.5931,0.0948847
3.59325,0.0948786
3.5934,0.0948725
3.59355,0.0948664
3.5937,0.0948603
3.59385,0.0948542
3.594,0.0948481
3.59415,0.0948421
3.5943,0.0948359
3.59445,0.0948298
3.5946,0.0948237
3.59475,0.0948176
3.5949,0.0948115
3.59505,0.0948053
3.5952,0.0947992
3.59535,0.0947931
3.5955,0.0947869
3.59565,0.0947808
3.5958,0.0947746
3.59595,0.0947684
3.5961,0.0947622
3.59625,0.0947561
3.5964,0.0947498
3.59655,0.0947436
3.5967,0.0947374
3.59685,0.0947311
3.597,0.094725
3.59715,0.0947187
3.5973,0.0947124
3.59745,0.0947062
3.5976,0.0946999
3.59775,0.0946936
3.5979,0.0946873
3.59805,0.094681
3.5982,0.0946746
3.59835,0.0946683
3.5985,0.094662
3.59865,0.0946557
3.5988,0.0946493
3.59895,0.0946429
3.5991,0.0946365
3.59925,0.09463
3.5994,0.0946237
3.59955,0.0946172
3.5997,0.0946108
3.59985,0.0946044
3.6,0.0945979
3.60015,0.0945915
3.6003,0.094585
3.60045,0.0945785
3.6006,0.094572
3.60075,0.0945655
3.6009,0.0945591
3.60105,0.0945525
3.6012,0.094546
3.60135,0.0945394
3.6015,0.0945329
3.60165,0.0945263
3.6018,0.0945197
3.60195,0.0945131
3.6021,0.0945065
3.60225,0.0944999
3.6024,0.0944933
3.60255,0.0944867
3.6027,0.0944801
3.60285,0.0944734
3.603,0.0944667
3.60315,0.09446
3.6033,0.0944534
3.60345,0.0944467
3.6036,0.09444
3.60375,0.0944333
3.6039,0.0944266
3.60405,0.09442
3.6042,0.0944133
3.60435,0.0944065
3.6045,0.0943998
3.60465,0.0943931
3.6048,0.0943863
3.60495,0.0943796
3.6051,0.0943729
3.60525,0.0943661
3.6054,0.0943595
3.60555,0.0943527
3.6057,0.094346
3.60585,0.0943393
3.606,0.0943325
3.60615,0.0943258
3.6063,0.0943191
3.60645,0.0943124
3.6066,0.0943057
3.60675,0.0942989
3.6069,0.0942922
3.60705,0.0942855
3.6072,0.0942788
3.60735,0.094272
3.6075,0.0942653
3.60765,0.0942586
3.6078,0.0942519
3.60795,0.0942452
3.6081,0.0942385
3.60825,0.0942318
3.6084,0.0942251
3.60855,0.0942184
3.6087,0.0942117
3.60885,0.094205
3.609,0.0941983
3.60915,0.0941916
3.6093,0.0941849
3.60945,0.0941782
3.6096,0.0941715
3.60975,0.0941648
3.6099,0.0941581
3.61005,0.0941513
3.6102,0.0941446
3.61035,0.0941379
3.6105,0.0941312
3.61065,0.0941244
3.6108,0.0941177
3.61095,0.0941109
3.6111,0.0941043
3.61125,0.0940976
3.6114,0.0940908
3.61155,0.0940841
3.6117,0.0940774
3.61185,0.0940706
3.612,0.0940639
3.61215,0.0940572
3.6123,0.0940505
3.61245,0.0940437
3.6126,0.094037
3.61275,0.0940302
3.6129,0.0940235
3.61305,0.0940168
3.6132,0.09401
3.61335,0.0940033
3.6135,0.0939966
3.61365,0.0939898
3.6138,0.0939831
3.61395,0.0939765
3.6141,0.0939698
3.61425,0.0939631
3.6144,0.0939564
3.61455,0.0939497
3.6147,0.093943
3.61485,0.0939363
3.615,0.0939296
3.61515,0.093923
3.6153,0.0939163
3.61545,0.0939096
3.6156,0.0939029
3.61575,0.0938963
3.6159,0.0938896
3.61605,0.093883
3.6162,0.0938763
3.61635,0.0938697
3.6165,0.093863
3.61665,0.0938564
3.6168,0.0938498
3.61695,0.0938432
3.6171,0.0938365
3.61725,0.0938299
3.6174,0.0938233
3.61755,0.0938166
3.6177,0.0938099
3.61785,0.0938033
3.618,0.0937966
3.61815,0.09379
3.6183,0.0937833
3.61845,0.0937766
3.6186,0.0937699
3.61875,0.0937633
3.6189,0.0937565
3.61905,0.0937499
3.6192,0.0937433
3.61935,0.0937366
3.6195,0.0937299
3.61965,0.0937232
3.6198,0.0937166
3.61995,0.0937099
3.6201,0.0937032
3.62025,0.0936965
3.6204,0.0936898
3.62055,0.0936832
3.6207,0.0936764
3.62085,0.0936697
3.621,0.093663
3.62115,0.0936563
3.6213,0.0936497
3.62145,0.0936429
3.6216,0.0936363
3.62175,0.0936295
3.6219,0.0936229
3.62205,0.0936162
3.6222,0.0936095
3.62235,0.0936029
3.6225,0.0935962
3.62265,0.0935896
3.6228,0.093583
3.62295,0.0935763
3.6231,0.0935697
3.62325,0.0935631
3.6234,0.0935565
3.62355,0.0935499
3.6237,0.0935433
3.62385,0.0935367
3.624,0.0935301
3.62415,0.0935235
3.6243,0.093517
3.62445,0.0935104
3.6246,0.0935038
3.62475,0.0934973
3.6249,0.0934907
3.62505,0.0934842
3.6252,0.0934776
3.62535,0.0934711
3.6255,0.0934645
3.62565,0.0934579
3.6258,0.0934513
3.62595,0.0934448
3.6261,0.0934382
3.62625,0.0934316
3.6264,0.093425
3.62655,0.0934184
3.6267,0.0934118
3.62685,0.0934052
3.627,0.0933986
3.62715,0.093392
3.6273,0.0933853
3.62745,0.0933787
3.6276,0.0933721
3.62775,0.0933654
3.6279,0.0933588
3.62805,0.0933521
3.6282,0.0933455
3.62835,0.0933388
3.6285,0.0933321
3.62865,0.0933254
3.6288,0.0933187
3.62895,0.0933121
3.6291,0.0933054
3.62925,0.0932988
3.6294,0.0932921
3.62955,0.0932855
3.6297,0.0932788
3.62985,0.0932721
3.63,0.0932654
3.63015,0.0932588
3.6303,0.0932521
3.63045,0.0932455
3.6306,0.0932389
3.63075,0.0932323
3.6309,0.0932257
3.63105,0.0932191
3.6312,0.0932125
3.63135,0.0932059
3.6315,0.0931992
3.63165,0.0931927
3.6318,0.0931861
3.63195,0.0931796
3.6321,0.0931731
3.63225,0.0931665
3.6324,0.09316
3.63255,0.0931535
3.6327,0.0931471
3.63285,0.0931406
3.633,0.0931341
3.63315,0.0931277
3.6333,0.0931211
3.63345,0.0931147
3.6336,0.0931082
3.63375,0.0931017
3.6339,0.0930953
3.63405,0.0930888
3.6342,0.0930823
3.63435,0.0930758
3.6345,0.0930694
3.63465,0.0930629
3.6348,0.0930564
3.63495,0.09305
3.6351,0.0930434
3.63525,0.0930369
3.6354,0.0930304
3.63555,0.0930239
3.6357,0.0930173
3.63585,0.0930108
3.636,0.0930043
3.63615,0.0929978
3.6363,0.0929912
3.63645,0.0929846
3.6366,0.0929782
3.63675,0.0929716
3.6369,0.0929651
3.63705,0.0929585
3.6372,0.0929519
3.63735,0.0929454
3.6375,0.0929389
3.63765,0.0929324
3.6378,0.0929258
3.63795,0.0929192
3.6381,0.0929127
3.63825,0.0929062
3.6384,0.0928997
3.63855,0.0928931
3.6387,0.0928866
3.63885,0.0928802
3.639,0.0928737
3.63915,0.0928672
3.6393,0.0928607
3.63945,0.0928543
3.6396,0.0928479
3.63975,0.0928414
3.6399,0.092835
3.64005,0.0928286
3.6402,0.0928223
3.64035,0.0928159
3.6405,0.0928096
3.64065,0.0928032
3.6408,0.0927969
3.64095,0.0927906
3.6411,0.0927843
3.64125,0.092778
3.6414,0.0927717
3.64155,0.0927654
3.6417,0.0927592
3.64185,0.0927529
3.642,0.0927466
3.64215,0.0927404
3.6423,0.0927342
3.64245,0.0927279
3.6426,0.0927216
3.64275,0.0927154
3.6429,0.0927091
3.64305,0.0927028
3.6432,0.0926966
3.64335,0.0926903
3.6435,0.092684
3.64365,0.0926777
3.6438,0.0926714
3.64395,0.0926651
3.6441,0.0926588
3.64425,0.0926524
3.6444,0.0926461
3.64455,0.0926398
3.6447,0.0926335
3.64485,0.0926271
3.645,0.0926207
3.64515,0.0926144
3.6453,0.092608
3.64545,0.0926016
3.6456,0.0925952
3.64575,0.0925889
3.6459,0.0925826
3.64605,0.0925762
3.6462,0.0925698
3.64635,0.0925635
3.6465,0.0925571
3.64665,0.0925508
3.6468,0.0925445
3.64695,0.0925382
3.6471,0.0925319
3.64725,0.0925256
3.6474,0.0925193
3.64755,0.0925131
3.6477,0.0925068
3.64785,0.0925005
3.648,0.0924943
3.64815,0.0924881
3.6483,0.0924819
3.64845,0.0924757
3.6486,0.0924695
3.64875,0.0924634
3.6489,0.0924572
3.64905,0.0924511
3.6492,0.092445
3.64935,0.0924389
3.6495,0.0924328
3.64965,0.0924267
3.6498,0.0924206
3.64995,0.0924145
3.6501,0.0924084
3.65025,0.0924024
3.6504,0.0923963
3.65055,0.0923903
3.6507,0.0923842
3.65085,0.0923782
3.651,0.0923721
3.65115,0.092366
3.6513,0.09236
3.65145,0.0923539
3.6516,0.0923478
3.65175,0.0923418
3.6519,0.0923356
3.65205,0.0923295
3.6522,0.0923234
3.65235,0.0923172
3.6525,0.0923111
3.65265,0.0923049
3.6528,0.0922988
3.65295,0.0922926
3.6531,0.0922864
3.65325,0.0922802
3.6534,0.092274
3.65355,0.0922678
3.6537,0.0922616
3.65385,0.0922554
3.654,0.0922492
3.65415,0.092243
3.6543,0.0922368
3.65445,0.0922306
3.6546,0.0922244
3.65475,0.0922182
3.6549,0.092212
3.65505,0.0922058
3.6552,0.0921996
3.65535,0.0921934
3.6555,0.0921873
3.65565,0.0921811
3.6558,0.092175
3.65595,0.0921689
3.6561,0.0921628
3.65625,0.0921566
3.6564,0.0921506
3.65655,0.0921445
3.6567,0.0921384
3.65685,0.0921323
3.657,0.0921263
3.65715,0.0921203
3.6573,0.0921143
3.65745,0.0921084
3.6576,0.0921023
3.65775,0.0920964
3.6579,0.0920904
3.65805,0.0920845
3.6582,0.0920786
3.65835,0.0920727
3.6585,0.0920668
3.65865,0.0920609
3.6588,0.092055
3.65895,0.0920492
3.6591,0.0920433
3.65925,0.0920374
3.6594,0.0920316
3.65955,0.0920256
3.6597,0.0920197
3.65985,0.0920139
3.66,0.0920079
3.66015,0.092002
3.6603,0.0919961
3.66045,0.0919902
3.6606,0.0919842
3.66075,0.0919782
3.6609,0.0919723
3.66105,0.0919663
3.6612,0.0919603
3.66135,0.0919542
3.6615,0.0919482
3.66165,0.0919421
3.6618,0.0919361
3.66195,0.09193
3.6621,0.091924
3.66225,0.0919179
3.6624,0.0919118
3.66255,0.0919058
3.6627,0.0918996
3.66285,0.0918936
3.663,0.0918875
3.66315,0.0918814
3.6633,0.0918754
3.66345,0.0918693
3.6636,0.0918632
3.66375,0.0918572
3.6639,0.0918512
3.66405,0.0918451
3.6642,0.0918391
3.66435,0.0918331
3.6645,0.0918271
3.66465,0.0918212
3.6648,0.0918152
3.66495,0.0918092
3.6651,0.0918033
3.66525,0.0917974
3.6654,0.0917915
3.66555,0.0917856
3.6657,0.0917797
3.66585,0.0917739
3.666,0.0917681
3.66615,0.0917622
3.6663,0.0917564
3.66645,0.0917507
3.6666,0.0917449
3.66675,0.0917392
3.6669,0.0917334
3.66705,0.0917277
3.6672,0.091722
3.66735,0.0917162
3.6675,0.0917105
3.66765,0.0917048
3.6678,0.0916991
3.66795,0.0916933
3.6681,0.0916876
3.66825,0.0916818
3.6684,0.0916761
3.66855,0.0916704
3.6687,0.0916646
3.66885,0.0916588
3.669,0.091653
3.66915,0.0916472
3.6693,0.0916413
3.66945,0.0916355
3.6696,0.0916296
3.66975,0.0916238
3.6699,0.0916179
3.67005,0.091612
3.6702,0.0916061
3.67035,0.0916002
3.6705,0.0915942
3.67065,0.0915883
3.6708,0.0915823
3.67095,0.0915764
3.6711,0.0915705
3.67125,0.0915645
3.6714,0.0915586
3.67155,0.0915526
3.6717,0.0915467
3.67185,0.0915407
3.672,0.0915347
3.67215,0.0915288
3.6723,0.0915229
3.67245,0.0915169
3.6726,0.091511
3.67275,0.0915051
3.6729,0.0914993
3.67305,0.0914934
3.6732,0.0914875
3.67335,0.0914817
3.6735,0.0914759
3.67365,0.09147
3.6738,0.0914643
3.67395,0.0914585
3.6741,0.0914527
3.67425,0.0914469
3.6744,0.0914412
3.67455,0.0914355
3.6747,0.0914298
3.67485,0.0914242
3.675,0.0914185
3.67515,0.0914128
3.6753,0.0914072
3.67545,0.0914016
3.6756,0.0913961
3.67575,0.0913904
3.6759,0.0913848
3.67605,0.0913792
3.6762,0.0913736
3.67635,0.091368
3.6765,0.0913624
3.67665,0.0913568
3.6768,0.0913512
3.67695,0.0913456
3.6771,0.0913399
3.67725,0.0913343
3.6774,0.0913286
3.67755,0.0913229
3.6777,0.0913172
3.67785,0.0913115
3.678,0.0913058
3.67815,0.0913
3.6783,0.0912943
3.67845,0.0912885
3.6786,0.0912827
3.67875,0.0912768
3.6789,0.0912711
3.67905,0.0912653
3.6792,0.0912594
3.67935,0.0912536
3.6795,0.0912478
3.67965,0.0912419
3.6798,0.0912361
3.67995,0.0912302
3.6801,0.0912244
3.68025,0.0912185
3.6804,0.0912126
3.68055,0.0912068
3.6807,0.0912009
3.68085,0.0911951
3.681,0.0911893
3.68115,0.0911835
3.6813,0.0911776
3.68145,0.0911718
3.6816,0.091166
3.68175,0.0911603
3.6819,0.0911545
3.68205,0.0911488
3.6822,0.091143
3.68235,0.0911373
3.6825,0.0911317
3.68265,0.091126
3.6828,0.0911204
3.68295,0.0911147
3.6831,0.0911091
3.68325,0.0911036
3.6834,0.091098
3.68355,0.0910924
3.6837,0.0910869
3.68385,0.0910813
3.684,0.0910758
3.68415,0.0910704
3.6843,0.0910648
3.68445,0.0910593
3.6846,0.0910538
3.68475,0.0910483
3.6849,0.0910428
3.68505,0.0910373
3.6852,0.0910318
3.68535,0.0910262
3.6855,0.0910207
3.68565,0.0910151
3.6858,0.0910095
3.68595,0.0910039
3.6861,0.0909983
3.68625,0.0909927
3.6864,0.090987
3.68655,0.0909814
3.6867,0.0909757
3.68685,0.09097
3.687,0.0909643
3.68715,0.0909586
3.6873,0.0909528
3.68745,0.0909471
3.6876,0.0909413
3.68775,0.0909356
3.6879,0.0909298
3.68805,0.090924
3.6882,0.0909182
3.68835,0.0909124
3.6885,0.0909066
3.68865,0.0909009
3.6888,0.0908951
3.68895,0.0908893
3.6891,0.0908835
3.68925,0.0908777
3.6894,0.0908719
3.68955,0.0908661
3.6897,0.0908604
3.68985,0.0908546
3.69,0.0908489
3.69015,0.0908432
3.6903,0.0908374
3.69045,0.0908318
3.6906,0.0908261
3.69075,0.0908204
3.6909,0.0908147
3.69105,0.0908091
3.6912,0.0908035
3.69135,0.090798
3.6915,0.0907924
3.69165,0.0907868
3.6918,0.0907813
3.69195,0.0907758
3.6921,0.0907703
3.69225,0.0907648
3.6924,0.0907593
3.69255,0.0907538
3.6927,0.0907484
3.69285,0.0907429
3.693,0.0907374
3.69315,0.0907319
3.6933,0.0907265
3.69345,0.090721
3.6936,0.0907156
3.69375,0.09071
3.6939,0.0907046
3.69405,0.090699
3.6942,0.0906935
3.69435,0.090688
3.6945,0.0906824
3.69465,0.0906768
3.6948,0.0906712
3.69495,0.0906656
3.6951,0.09066
3.69525,0.0906544
3.6954,0.0906487
3.69555,0.0906431
3.6957,0.0906374
3.69585,0.0906317
3.696,0.090626
3.69615,0.0906202
3.6963,0.0906145
3.69645,0.0906087
3.6966,0.090603
3.69675,0.0905973
3.6969,0.0905915
3.69705,0.0905858
3.6972,0.0905801
3.69735,0.0905743
3.6975,0.0905685
3.69765,0.0905628
3.6978,0.090557
3.69795,0.0905514
3.6981,0.0905456
3.69825,0.0905399
3.6984,0.0905342
3.69855,0.0905285
3.6987,0.0905228
3.69885,0.0905172
3.699,0.0905115
3.69915,0.0905059
3.6993,0.0905003
3.69945,0.0904947
3.6996,0.0904891
3.69975,0.0904836
3.6999,0.090478
3.70005,0.0904725
3.7002,0.090467
3.70035,0.0904615
3.7005,0.090456
3.70065,0.0904506
3.7008,0.0904451
3.70095,0.0904397
3.7011,0.0904342
3.70125,0.0904288
3.7014,0.0904233
3.70155,0.0904179
3.7017,0.0904125
3.70185,0.0904071
3.702,0.0904016
3.70215,0.0903962
3.7023,0.0903907
3.70245,0.0903852
3.7026,0.0903797
3.70275,0.0903742
3.7029,0.0903687
3.70305,0.0903632
3.7032,0.0903576
3.70335,0.090352
3.7035,0.0903465
3.70365,0.0903409
3.7038,0.0903353
3.70395,0.0903296
3.7041,0.0903241
3.70425,0.0903184
3.7044,0.0903128
3.70455,0.0903071
3.7047,0.0903014
3.70485,0.0902958
3.705,0.0902901
3.70515,0.0902844
3.7053,0.0902787
3.70545,0.0902731
3.7056,0.0902673
3.70575,0.0902617
3.7059,0.090256
3.70605,0.0902503
3.7062,0.0902446
3.70635,0.0902389
3.7065,0.0902333
3.70665,0.0902276
3.7068,0.090222
3.70695,0.0902164
3.7071,0.0902108
3.70725,0.0902052
3.7074,0.0901996
3.70755,0.090194
3.7077,0.0901885
3.70785,0.0901829
3.708,0.0901774
3.70815,0.0901719
3.7083,0.0901664
3.70845,0.090161
3.7086,0.0901555
3.70875,0.0901501
3.7089,0.0901447
3.70905,0.0901392
3.7092,0.0901338
3.70935,0.0901284
3.7095,0.0901231
3.70965,0.0901177
3.7098,0.0901123
3.70995,0.0901069
3.7101,0.0901016
3.71025,0.0900962
3.7104,0.0900908
3.71055,0.0900854
3.7107,0.09008
3.71085,0.0900745
3.711,0.0900691
3.71115,0.0900636
3.7113,0.0900582
3.71145,0.0900527
3.7116,0.0900472
3.71175,0.0900417
3.7119,0.0900361
3.71205,0.0900306
3.7122,0.090025
3.71235,0.0900194
3.7125,0.0900138
3.71265,0.0900082
3.7128,0.0900026
3.71295,0.089997
3.7131,0.0899914
3.71325,0.0899858
3.7134,0.0899801
3.71355,0.0899745
3.7137,0.0899688
3.71385,0.0899632
3.714,0.0899575
3.71415,0.0899519
3.7143,0.0899462
3.71445,0.0899406
3.7146,0.0899349
3.71475,0.0899293
3.7149,0.0899237
3.71505,0.0899181
3.7152,0.0899125
3.71535,0.0899069
3.7155,0.0899013
3.71565,0.0898958
3.7158,0.0898903
3.71595,0.0898848
3.7161,0.0898792
3.71625,0.0898738
3.7164,0.0898683
3.71655,0.0898628
3.7167,0.0898574
3.71685,0.089852
3.717,0.0898466
3.71715,0.0898411
3.7173,0.0898358
3.71745,0.0898304
3.7176,0.089825
3.71775,0.0898197
3.7179,0.0898143
3.71805,0.089809
3.7182,0.0898036
3.71835,0.0897982
3.7185,0.0897929
3.71865,0.0897875
3.7188,0.0897822
3.71895,0.0897768
3.7191,0.0897714
3.71925,0.089766
3.7194,0.0897606
3.71955,0.0897551
3.7197,0.0897497
3.71985,0.0897442
3.72,0.0897388
3.72015,0.0897333
3.7203,0.0897277
3.72045,0.0897222
3.7206,0.0897167
3.72075,0.0897112
3.7209,0.0897056
3.72105,0.0897
3.7212,0.0896944
3.72135,0.0896888
3.7215,0.0896832
3.72165,0.0896776
3.7218,0.089672
3.72195,0.0896664
3.7221,0.0896608
3.72225,0.0896552
3.7224,0.0896496
3.72255,0.0896439
3.7227,0.0896383
3.72285,0.0896327
3.723,0.0896271
3.72315,0.0896215
3.7233,0.0896159
3.72345,0.0896104
3.7236,0.0896048
3.72375,0.0895992
3.7239,0.0895937
3.72405,0.0895882
3.7242,0.0895826
3.72435,0.0895771
3.7245,0.0895717
3.72465,0.0895662
3.7248,0.0895608
3.72495,0.0895554
3.7251,0.0895499
3.72525,0.0895446
3.7254,0.0895392
3.72555,0.0895338
3.7257,0.0895285
3.72585,0.0895231
3.726,0.0895177
3.72615,0.0895124
3.7263,0.089507
3.72645,0.0895017
3.7266,0.0894963
3.72675,0.089491
3.7269,0.0894856
3.72705,0.0894803
3.7272,0.0894749
3.72735,0.0894696
3.7275,0.0894642
3.72765,0.0894588
3.7278,0.0894534
3.72795,0.0894479
3.7281,0.0894425
3.72825,0.0894371
3.7284,0.0894316
3.72855,0.0894261
3.7287,0.0894206
3.72885,0.0894151
3.729,0.0894096
3.72915,0.0894041
3.7293,0.0893986
3.72945,0.089393
3.7296,0.0893875
3.72975,0.0893819
3.7299,0.0893763
3.73005,0.0893707
3.7302,0.0893651
3.73035,0.0893595
3.7305,0.089354
3.73065,0.0893484
3.7308,0.0893428
3.73095,0.0893372
3.7311,0.0893316
3.73125,0.089326
3.7314,0.0893204
3.73155,0.0893149
3.7317,0.0893093
3.73185,0.0893038
3.732,0.0892983
3.73215,0.0892928
3.7323,0.0892873
3.73245,0.0892818
3.7326,0.0892763
3.73275,0.0892709
3.7329,0.0892655
3.73305,0.08926
3.7332,0.0892546
3.73335,0.0892492
3.7335,0.0892438
3.73365,0.0892385
3.7338,0.0892331
3.73395,0.0892278
3.7341,0.0892225
3.73425,0.0892171
3.7344,0.0892119
3.73455,0.0892065
3.7347,0.0892012
3.73485,0.089196
3.735,0.0891906
3.73515,0.0891854
3.7353,0.08918
3.73545,0.0891747
3.7356,0.0891694
3.73575,0.0891641
3.7359,0.0891587
3.73605,0.0891534
3.7362,0.0891481
3.73635,0.0891427
3.7365,0.0891373
3.73665,0.0891318
3.7368,0.0891264
3.73695,0.089121
3.7371,0.0891155
3.73725,0.0891101
3.7374,0.0891046
3.73755,0.0890991
3.7377,0.0890936
3.73785,0.089088
3.738,0.0890825
3.73815,0.089077
3.7383,0.0890714
3.73845,0.0890659
3.7386,0.0890603
3.73875,0.0890547
3.7389,0.0890492
3.73905,0.0890436
3.7392,0.0890381
3.73935,0.0890325
3.7395,0.089027
3.73965,0.0890214
3.7398,0.0890159
3.73995,0.0890103
3.7401,0.0890048
3.74025,0.0889993
3.7404,0.0889939
3.74055,0.0889883
3.7407,0.0889829
3.74085,0.0889775
3.741,0.088972
3.74115,0.0889666
3.7413,0.0889613
3.74145,0.0889558
3.7416,0.0889505
3.74175,0.0889451
3.7419,0.0889398
3.74205,0.0889345
3.7422,0.0889292
3.74235,0.0889238
3.7425,0.0889185
3.74265,0.0889132
3.7428,0.0889079
3.74295,0.0889027
3.7431,0.0888974
3.74325,0.0888921
3.7434,0.0888868
3.74355,0.0888815
3.7437,0.0888763
3.74385,0.088871
3.744,0.0888656
3.74415,0.0888603
3.7443,0.088855
3.74445,0.0888497
3.7446,0.0888444
3.74475,0.088839
3.7449,0.0888336
3.74505,0.0888283
3.7452,0.0888228
3.74535,0.0888174
3.7455,0.088812
3.74565,0.0888066
3.7458,0.0888011
3.74595,0.0887957
3.7461,0.0887902
3.74625,0.0887846
3.7464,0.0887792
3.74655,0.0887737
3.7467,0.0887682
3.74685,0.0887626
3.747,0.0887571
3.74715,0.0887516
3.7473,0.0887461
3.74745,0.0887406
3.7476,0.088735
3.74775,0.0887295
3.7479,0.088724
3.74805,0.0887185
3.7482,0.088713
3.74835,0.0887075
3.7485,0.088702
3.74865,0.0886965
3.7488,0.088691
3.74895,0.0886856
3.7491,0.0886801
3.74925,0.0886747
3.7494,0.0886693
3.74955,0.0886639
3.7497,0.0886585
3.74985,0.0886531
3.75,0.0886478
3.75015,0.0886425
3.7503,0.0886371
3.75045,0.0886318
3.7506,0.0886266
3.75075,0.0886212
3.7509,0.088616
3.75105,0.0886107
3.7512,0.0886054
3.75135,0.0886002
3.7515,0.088595
3.75165,0.0885897
3.7518,0.0885845
3.75195,0.0885792
3.7521,0.0885739
3.75225,0.0885687
3.7524,0.0885634
3.75255,0.0885581
3.7527,0.0885528
3.75285,0.0885475
3.753,0.0885421
3.75315,0.0885368
3.7533,0.0885315
3.75345,0.0885261
3.7536,0.0885207
3.75375,0.0885153
3.7539,0.0885098
3.75405,0.0885045
3.7542,0.088499
3.75435,0.0884935
3.7545,0.088488
3.75465,0.0884824
3.7548,0.088477
3.75495,0.0884715
3.7551,0.0884659
3.75525,0.0884604
3.7554,0.0884549
3.75555,0.0884494
3.7557,0.0884439
3.75585,0.0884384
3.756,0.0884328
3.75615,0.0884273
3.7563,0.0884218
3.75645,0.0884162
3.7566,0.0884107
3.75675,0.0884052
3.7569,0.0883997
3.75705,0.0883942
3.7572,0.0883888
3.75735,0.0883834
3.7575,0.0883779
3.75765,0.0883725
3.7578,0.0883671
3.75795,0.0883617
3.7581,0.0883563
3.75825,0.0883509
3.7584,0.0883456
3.75855,0.0883403
3.7587,0.088335
3.75885,0.0883297
3.759,0.0883244
3.75915,0.0883191
3.7593,0.0883138
3.75945,0.0883085
3.7596,0.0883033
3.75975,0.088298
3.7599,0.0882928
3.76005,0.0882876
3.7602,0.0882823
3.76035,0.088277
3.7605,0.0882717
3.76065,0.0882665
3.7608,0.0882612
3.76095,0.0882559
3.7611,0.0882506
3.76125,0.0882453
3.7614,0.08824
3.76155,0.0882346
3.7617,0.0882293
3.76185,0.0882239
3.762,0.0882186
3.76215,0.0882132
3.7623,0.0882078
3.76245,0.0882024
3.7626,0.0881969
3.76275,0.0881914
3.7629,0.088186
3.76305,0.0881806
3.7632,0.0881751
3.76335,0.0881696
3.7635,0.0881641
3.76365,0.0881585
3.7638,0.088153
3.76395,0.0881475
3.7641,0.0881421
3.76425,0.0881365
3.7644,0.088131
3.76455,0.0881255
3.7647,0.08812
3.76485,0.0881145
3.765,0.088109
3.76515,0.0881035
3.7653,0.088098
3.76545,0.0880926
3.7656,0.0880871
3.76575,0.0880817
3.7659,0.0880763
3.76605,0.088071
3.7662,0.0880655
3.76635,0.0880602
3.7665,0.0880549
3.76665,0.0880495
3.7668,0.0880442
3.76695,0.0880389
3.7671,0.0880337
3.76725,0.0880284
3.7674,0.0880232
3.76755,0.0880179
3.7677,0.0880126
3.76785,0.0880074
3.768,0.0880021
3.76815,0.0879969
3.7683,0.0879917
3.76845,0.0879865
3.7686,0.0879812
3.76875,0.087976
3.7689,0.0879708
3.76905,0.0879656
3.7692,0.0879603
3.76935,0.0879551
3.7695,0.0879498
3.76965,0.0879445
3.7698,0.0879392
3.76995,0.0879339
3.7701,0.0879286
3.77025,0.0879232
3.7704,0.0879179
